gender,ug_degree,ug_specialization,interests,skills,cgpa,has_certification,certification_details,is_working,job_title,masters_field,cgpa_normalized
Male,B.TECH,Civil Engineering,Technology;Data analytics;Data scientist,Analytical Skills;Python;SQL,67.0,1,Certificate program in Data science,0,Unemployed/Student,Structural engineering,67.0
Male,BE,Information Technology,Web Designing;Data analytics;Digital marketing;Data scientist,Programming Language skills;Critical Thinking;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Python;Artificial Intelligence;SQL;Java;Cloud Computing;Architecture;AWS,87.4,1,"Selenium WebDriver,JAVA",1,Database Administrator,None,87.4
Male,BCA,Mathematics,Financial Analysis;Research;Social Justice;Data analytics;Data scientist;Web development;Social media marketing,Critical Thinking;Analytical Skills;People management;Mass Communication;Leadership;Editing;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Python;Artificial Intelligence;SQL;Cloud Computing;Architecture;MATLAB,80.75,1,"SQL, Data Science ",0,Unemployed/Student,None,80.75
Male,B.TECH,Electrical And Electronics Engineering,Software Job,NO,76.95,0,No,1,Associate Trainee,None,76.95
Male,B.TECH,Computer Science Engineering,Software Job,NO,76.0,0,No,1,Trainee And Associates,None,76.0
Male,BE,Mechanical Engineering,Technology,"Work under Pressure, Team work, Excel",55.0,0,No,1,Mechanical Engineer,Masters in Management Studies,55.0
Female,MBA,Accountancy,Financial Analysis,Business Knowledge,66.5,0,No,0,Business Analyst,Masters in Accounting,66.5
Male,B.TECH,Biotechnology,"Research, Technology","Active Listening, Leadership, Team work, Interpersonal Skills, Building Rapport",82.745,1,Biozeen training,1,Production Specialist,Masters in Science,82.745
Female,B.TECH,Computer Science Engineering,Technology,"Python, Java, SQL, C++",69.73,0,No,0,Computer Software Engineer,Masters in Computer Science,69.73
Male,B.TECH,Computer Science Engineering,Technology;Service;Social causes;All fields related to Data science.,Programming Language skills;Communication skills;Leadership;Problem Solving skills,81.7,1,NPTEL,0,Unemployed/Student,None,81.7
Male,B.TECH,Mechanical Engineering,Design,CAD/CAE(autocad/catia/ansys/proE/SeimensNX),77.9,1,Product Development,1,Mechanical Design Engineer,None,77.9
Male,BE,Mechanical Engineering,Technology;Trading;Data analytics,Active Listening;Programming Language skills;Gathering Information;Analytical Skills;R;Python;SQL,76.0,1,Data Science Course Certification,0,Unemployed/Student,None,76.0
Male,B.TECH,Electrical Engineering,Technology;Understand human behaviour;Web Designing;Web development,Programming Language skills;Business Knowledge;People management;Communication skills;Java;Good communication skills,73.91,1,"Wind energy, python",1,Software Developer,None,73.91
Female,BE,Mechanical Engineering,Financial Analysis;News Coverage;Technology;Supply Chain Analysis,Active Listening;Critical Thinking;Finance related skills;People management;Communication skills;Negotiation skills;Mass Communication;Leadership;Editing;Product knowledge;Problem Solving skills;Risk management skills;Designing skills;Interpersonal skills;Presentation Skills,80.75,0,No,1,Mechanical Product Developer,Masters in Global Foresight and technology management,80.75
Male,BE,Electrical And Electronics,Further Studies,NO,70.3,0,No,0,Unemployed/Student,M.Tech ( Master of Technology ),70.3
Male,B.TECH,Mechanical Engineering,Web Designing;Data analytics;Govt. Job;Game industry;Data scientist;All fields related to Data science.;Industires,Active Listening;Hardware skills;Critical Thinking;Analytical Skills;Communication skills;Negotiation skills;Mass Communication;Leadership;Product knowledge;Interpersonal skills;Presentation Skills;Python;Good communication skills,64.41,1,CATIA AUTOCAD ANALYSIS SOLID WORKS,0,Unemployed/Student,None,64.41
Male,B.TECH,Mining,Social Justice;Technology;Industires,Hardware skills;Product knowledge,84.0,0,No,1,General Masdor,None,84.0
Female,B.TECH,Electronics And Communication Engineering,Teaching,"Active Listening,Work under Pressure,Team work,Presentation skills,Reading",76.0,0,No,1,Teacher,M.Tech,76.0
Female,B.SC,Mathematics,Research;Data analytics;Data scientist;Market reserach;Social causes,Active Listening;Critical Thinking;Gathering Information;Analytical Skills;Editing;Problem Solving skills;Risk management skills;Writing skills;C++;R;Java;MATLAB,74.1,0,No,1,Analyst,None,74.1
Male,B.TECH,Electrical And Electronics Engineering,"Cloud computing,Technology,Data analytics,Machine Learning,Cyber Security",Cybersecurity;Information Security;Software Development Life Cycle (SDLC);Security Information and Event Management (SIEM);Security Operations Center,71.82,1,"Certified Information Security Manager® (CISM);
 Breach & Attack Simulation;Foundations of Operationalizing MITRE ATT&CK;ICSI (International CyberSecurity Institute); 
Certified Network Security Specialist",1,Cyber Security Analyst,None,71.82
Male,B.TECH,Information Technalogy,Technology,"Java, Programming",68.0,0,No,0,Mechanical Engineer,Masters in Business Analytics,68.0
Male,B.E,Electrical And Electronics Engineering,"Financial Analysis, Technology","Analytic Thinking, Business Knowledge, People Management, Communication Skills, Leadership, Editing, Product Knowledge, Team work, Excel, Logical Skills, Interpersonal Skills, Presentation Skills, Problem Solving skills, Risk Managing, Reporting, Subject Knowledge",82.46,1,Courses on SAP ,1,Data Analyst,Masters in Data Analytics,82.46
Female,BCA,Electronics & Telecommunications Engineering,Sales/Marketing,Leadership;Designing skills;Writing skills;C++;Hospitality,60.0,0,No,0,Unemployed/Student,Python,60.0
Male,B.COM,Computer Science Engineering,Sales/Marketing,"Leadership, Product Knowledge, Team work, Excel, Sales, Building Rapport, Subject Knowledge",73.15,0,No,1,Sales Executive,Masters in Business Administration,73.15
Male,BCA,Engineerinh,Web Designing;Game industry;Web development,Programming Language skills;Critical Thinking;Editing;Writing skills,66.0,0,No,0,Unemployed/Student,None,66.0
Male,BE,C++,Higher Studies,"Communication Skills, Leadership, Team work, Excel, Interpersonal Skills, Presentation Skills, Subject Knowledge, AutoCAD, CATIA",80.75,1,CAD Courses - CATIA,0,Assistant Professor,Automotive Engineering,80.75
Male,B.TECH,Sales & Marketing,Technology;Blockchain,C++,88.0,0,No,1,Senior Associate,M.tech,88.0
Male,B.TECH,C Programming,Research;Technology;Game industry;Product Life cycle Management,Critical Thinking;Analytical Skills;Product knowledge;Problem Solving skills,73.0,0,No,1,Compliance Engineer,None,73.0
Male,BE,Mechanical Engineering,Sales/Marketing;Digital marketing;Social media marketing,Active Listening;Critical Thinking;Communication skills;Problem Solving skills;Designing skills;Writing skills;Sales;Social Media Marketing;Presentation Skills,73.67,0,No,0,Unemployed/Student,None,73.67
Female,B.TECH,Electronics And Communication Engineering,Application Development,"Analytic Thinking, Gathering Informing, SQL, Programming, Communication Skills, Product Knowledge, Team work, Excel, Logical Skills, Interpersonal Skills, Problem Solving skills",74.0,1,Microsoft full stack certification,1,Back End Developer,None,74.0
Male,B.TECH,Chemical Engineering,Financial Analysis,Financial Modeling;Financial Analysis;Generally Accepted Accounting Principles (GAAP);DCF ValuationDCF Valuation;Equity Valuation;M&A analysis,79.99,1,JP Morgan Investment Banking Virtual Experience;NISM VA Mutual Fund Distributor ;Basic and Advance Trading Course,1,Financial Analyst,Finance,79.99
Female,B.TECH,Autocad,Technology,"Programming, Communication Skills, Linux",75.0,0,No,0,Java Developer,None,75.0
Female,B.TECH,Electronics And Communication Engineering,Design,Active Listening;Artistic/Creative Skills;Analytical Skills;Designing skills,71.25,0,No,0,Unemployed/Student,None,71.25
Female,B.COM,Computer Science Engineering,Entrepreneurship,"Accounting Skills, Interpersonal Skills, Presentation Skills",83.0,1,Diploma course in Digital Marketing ,0,Unemployed/Student,Masters in Accounting,83.0
Male,B.TECH,Electronics And Communication Engineering,Technology;Govt. Job;Industires;Design,Active Listening;Communication skills;Editing;Machine Learning skills,63.65,0,No,1,Mechanical Engineer,None,63.65
Male,B.TECH,Mechanical Engineering,Technology,"AI, ML, Python",71.25,1,Python,0,Unemployed/Student,Masters in Data Science,71.25
Female,B.TECH,Accountancy,"Teaching, Technology, Entrepreneurship","Business Knowledge, Leadership, News Gathering, Team work, Interpersonal Skills, Presentation Skills, Problem Solving skills",65.0,0,not done any,0,Unemployed/Student,Masters in Business Administration,65.0
Female,B.TECH,Mechanical Engineering,Research,"Communication Skills, Team work",58.9,0,No,0,Unemployed/Student,Masters in Data Analytics,58.9
Female,B.TECH,Computer Science Engineering,Technology,"AI, ML, Python, SQL",69.0,1,. Net,0,Asp.Net Developer,None,69.0
Female,B.SC,Physics,"Financial Analysis, Research, Social Justice, Take risk for Profits, Trading, Understand Human Behaviour","ML, Python, Critical Thinking, Analytic Thinking, SQL, Programming, Team work, Logical Skills, Presentation Skills, R, Subject Knowledge",64.6,1,Datascience ,1,Process Executive-Data,Masters in Statistics,64.6
Male,BE,Electronics And Communication Engineering,Market reserach;Design,Business Knowledge;Product knowledge;Problem Solving skills;Designing skills;Machine Learning skills,85.5,1,No,0,Unemployed/Student,None,85.5
Male,BBA,Electronics And Communication Engineering,Financial Analysis,Accounting Skills;Finance related skills;Leadership;Problem Solving skills;Presentation Skills,56.0,1,"NISM VA, VII, VIII",1,Active Trading Service,PGDM in Finance,56.0
Female,B.SC,Statistics,Data analytics;Govt. Job;Data scientist;Web development,Active Listening;Programming Language skills;Gathering Information;Analytical Skills;Editing;Writing skills;Machine Learning skills;C++;Python;SQL,76.0,1,Data science using Python and R,0,Unemployed/Student,None,76.0
Male,M.TECH,Design,Data scientist,Analytical Skills;CAD/CAE(autocad/catia/ansys/proE/SeimensNX);construction management,74.0,1,Data scientist course ,1,Quality Engineer,None,74.0
Female,B.COM,Finance,Financial Analysis;Research;Technology;Understand human behaviour;Understand human body;Supply Chain Analysis;Content Writing;Govt. Job;Home interior design;Social causes;Design,Accounting Skills;Artistic/Creative Skills;Business Knowledge;Communication skills;Mass Communication;Editing;Problem Solving skills;Designing skills;Writing skills;C++;Presentation Skills;Python;Content creation;Architecture,80.0,1,Data science,1,Computerized Accounting,Accounting,80.0
Male,B.TECH,Computer Science,Financial Analysis,"Communication Skills, C++, Reading, Subject Knowledge",75.81,1,Autocad,1,Loco Pilot,Masters in Business Administration,75.81
Female,BBA,Civil Engineering,"Sales/Marketing, Trading, Entrepreneurship","Creativity Skills, Sales",64.0,0,no courses opted,0,Unemployed/Student,Masters in Business Administration,64.0
Female,B.SC,"Accounting, Designing",Research;Technology;Data analytics,Programming Language skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Communication skills;Leadership;Designing skills;Wealth Management;Python;SQL,70.0,1,Data scientists,0,Unemployed/Student,None,70.0
Female,BE,Mechanical Engineering,Research;Technology;Understand human behaviour;Data analytics;Govt. Job;Home interior design;Retailer;Data scientist;Web development;Market reserach;Social media marketing;All fields related to Data science.,Accounting Skills;Active Listening;Hardware skills;Programming Language skills;Designing skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Python;SQL;HR;Good communication skills,73.47,1,"Data Science, Python",0,Unemployed/Student,None,73.47
Female,B.SC,Business Administration,Home interior design,Designing skills,60.0,1,Java,0,Dietician,Nutrition,60.0
Female,B.TECH,Computer Science Engineering,"Web development,Information Technology,Blockchain,Digital marketing,Game industry",Linux;IBM AIX;Shell Scripting;Domain Name System (DNS);Secure Shell (SSH);Python;shell scripting;GIT;Jenkins;Puppet;Ansible;Nagios,82.27,1,Red Hat Certified Specialist in Ansible Automation;RHCSA;IBM Agile Explorer,1,Devops Engineer,None,82.27
Male,B.COM,Electrical And Electronics Engineering,Financial Analysis;Govt. Job,Accounting Skills;Active Listening;Critical Thinking;Artistic/Creative Skills;Business Knowledge;Analytical Skills;Finance related skills;People management;Leadership;Problem Solving skills;Writing skills;HR;Good communication skills,77.9,1,PGDMA ,1,Associate Operations Processor-1,MBA (FINANCE & HR),77.9
Male,B.E,Dietician,"News Coverage, Research, Teaching, Technology","AI, ML, Python, Java, SQL, Programming, Communication Skills, Work under Pressure, Leadership, Product Knowledge, Creativity Skills, C++, Linux, Problem Solving skills, Writing, Observation Skills, Risk Managing, Reporting",79.8,1,Multiple programming and ML based MOOC courses. ,1,Asp.Net Developer,None,79.8
Male,BE,Computer Science Engineering,Technology,Programming,84.55,0,No,1,Front End Developer,None,84.55
Male,BACHELOR OF JOURNALISM,Commerce,News Coverage;Content Writing;Social media marketing,Analytical Skills;People management;Mass Communication;Problem Solving skills;Writing skills;Social Media Marketing;Content creation,70.0,1,CCC,1,Sr. Political Analyst,MAMC,70.0
Female,B.TECH,Computer Science Engineering,Technology;Data scientist,Programming Language skills;Critical Thinking;Communication skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;C++;Presentation Skills;Python;Artificial Intelligence;SQL;Java,66.5,1,No,1,Associate Software Engineer,None,66.5
Female,B.TECH,Automobile Engineering,Machine Learning,Python;SQL,67.0,1,Internship in innodatatics,0,Unemployed/Student,Master of technology,67.0
Female,B.TECH,"Reporting, Anchoring, Tv Journalism, Advertising & Radio",Software,"ML, Python, SQL, R",67.0,1,Internship in innodatatics,0,Data Scientist,Masters in Computer Science,67.0
Female,B.TECH,Computer Science Engineering,Technology,"ML, Python, SQL, R, Tableau",67.0,1,Innodatatics,1,Ml Engineer,Master of technology,67.0
Male,B.TECH,Aerospace Engineering,Financial Analysis;Research;Data analytics;Data scientist,Active Listening;Business Knowledge;Leadership;Designing skills,64.6,1,"CAD, CATIA and solidworks",0,Unemployed/Student,None,64.6
Male,B.TECH,Aerospace Engineering,Financial Analysis;Research;Data analytics;Web development;All fields related to Data science.,Active Listening;Business Knowledge,64.6,1,"Solidworks, CAD and CATIA",0,Unemployed/Student,None,64.6
Female,B.TECH,Electrical And Electronics Engineering,Technology,PGDCA,78.85,1,PGDCA,1,Buisness Devlopment Excutive,None,78.85
Female,B.TECH,Computer Science Engineering,Technology,Programming,66.5,0,No,0,Unemployed/Student,None,66.5
Male,B.COM,Computers,Content Writing,Artistic/Creative Skills;Content creation,75.0,0,No,1,Operations Specialist,Masters in commerce,75.0
Male,B.TECH,Mechanical Engineering,Research;Sales/Marketing;Social Justice;Technology;Understand human behaviour;Data analytics,Programming Language skills;Critical Thinking;Analytical Skills;Communication skills;Product knowledge;Machine Learning skills;Python;SQL;Cloud Computing,50.0,1,Creo,0,Tata Projects Ltd,None,50.0
Male,B.SC,Computer Science Engineering,Trading;Web Designing;Data analytics;Govt. Job,Programming Language skills;Analytical Skills;Editing;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;Java,62.94,1,Data science,0,Data Scientist,None,62.94
Male,B.TECH,Computer Science Engineering,Technology,"AI, ML, Python, Critical Thinking, Analytic Thinking, Gathering Informing, Artistic skills, Java, SQL, Programming, Communication Skills, Negotiation Skills, Work under Pressure, Leadership, Product Knowledge, Creativity Skills, Team work, Excel, Presentation Skills, C++, Linux, Problem Solving skills, Mass Communication, Writing, Tableau, Reading, Designing Skills, Building Rapport, Subject Knowledge",79.705,1,"Splunk , CCNA, CCENT",1,Data Analyst,Masters in software engineering,79.705
Male,BE,Mobile Communications,Technology;Web Designing;Web development,Active Listening;Hardware skills;Programming Language skills;Business Knowledge;People management;Communication skills;Writing skills;Machine Learning skills;C++;Presentation Skills;Python;SQL;Content creation;Java;MATLAB;Good communication skills,57.0,1,Software testing ,0,Testing Engineer,None,57.0
Male,M.COM,Accountancy,"Financial Analysis, Take risk for Profits, Entrepreneurship","Accounting Skills, Business Knowledge, Communication Skills, Leadership, Cost Accounting, Market Study",61.75,0,No,1,Unemployed/Student,Master in commerce,61.75
Male,B.TECH,Electronics And Communication Engineering,Data Analytics,NO,76.0,0,No,1,Software Engineer,None,76.0
Male,BE,Computer Science Engineering,All fields related to Data science.,Active Listening;Critical Thinking;Analytical Skills;Communication skills;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Presentation Skills,75.0,1,"My sql, Data Analyst using excel",0,Unemployed/Student,None,75.0
Male,B.TECH,Electronics And Communication Engineering,Technology;Data analytics;Data scientist,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Analytical Skills;Finance related skills;Communication skills;Negotiation skills;Leadership;Problem Solving skills;Machine Learning skills;Python;SQL;Good communication skills,78.85,1,Machine Learning with Python,1,Associate System Engineer,None,78.85
Female,B.COM,Commerce,Financial Analysis,"Communication Skills, Work under Pressure, Team work, Problem Solving skills",70.3,0,No,0,Unemployed/Student,Masters in Business Administration,70.3
Male,B.TECH,Electrical And Electronics Engineering,Further Studies,NO,72.2,0,No,0,Unemployed/Student,M.Tech ( Master of Technology ),72.2
Male,B.TECH,Electrical And Electronics Engineering,Software Job,NO,85.5,0,No,1,Associate Engineer,None,85.5
Female,B.TECH,Computers,Research;Teaching;Data analytics,Leadership;SQL,70.0,0,No,1,Associate Consultant,None,70.0
Female,B.SC,Computer Science Engineering,Financial Analysis;Research;Technology;Data analytics;Digital marketing,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Analytical Skills;People management;Data Visualization skills( Power Bi/ Tableau );Presentation Skills;Python,86.64,0,No,0,Unemployed/Student,None,86.64
Female,BE,Computer Science Engineering,Technology;Web Designing;Data analytics;All fields related to Data science.,Active Listening;Programming Language skills;C++;Python;SQL;Java;Cloud Computing,71.0,0,No,0,Unemployed/Student,None,71.0
Male,B.TECH,Electronics And Communication Engineering,"VLSI,Technology","Core Skills,Programming",75.05,1,VLSI Training,1,Vlsi Developer,M.Tech,75.05
Male,B.TECH,Electrical Engineering,Sales/Marketing;Data scientist,Active Listening;Business Knowledge;People management;Leadership;Product knowledge;Machine Learning skills;Sales;R,60.0,0,No,1,Unemployed/Student,None,60.0
Male,B.SC,Computer Science Engineering,Teaching,C++,85.595,1,Pgdca,0,Unemployed/Student,Masters in Mathematics,85.595
Male,B.SC,Animation,Animation,2D/3D Animation,71.25,1,Graphic Design & Motion Graphics,1,Graphic Designer,None,71.25
Male,B.COM,Accounts,Financial Analysis;Technology;Data analytics,Active Listening;Gathering Information;Business Knowledge;Analytical Skills;People management;Product knowledge,70.0,0,No,1,Unemployed/Student,MBA,70.0
Male,B.TECH,Civil Engineering,Construction and development,"Creativity Skills, Risk Managing, Reporting, Reading, Subject Knowledge",77.9,0,No,0,Unemployed/Student,Masters in civil engineering,77.9
Female,B.PHARMACY,Pharma D,Social causes,People management;Civil & Criminal Law,88.0,0,No,1,Senior Chemist,senior chemist,88.0
Female,B.TECH,Sales & Marketing,Technology,"AI, ML, Python",74.1,0,No,0,Computer Software Engineer,Masters in Data Science,74.1
Female,B.COM,Computer Applications,Financial Analysis,Accounting Skills,62.7,0,No,0,Business Analyst,None,62.7
Male,B.TECH,Civil Engineering,Construction;Urban Planning,"Proeficiency in Software like STAAD PRO, ETABS",70.3,1,ETABS,1,Civil & Structural Engineer,Masters in Structural Engineering,70.3
Male,B.TECH,Civil Engineering,Financial Analysis;Industires;Design;Urban Planning;Project Management,"Communication skills;Negotiation skills;Leadership;Proeficiency in Software like STAAD PRO, ETABS",66.88,1,ETABS & STAAD-Pro,1,Civil & Structural Engineer,Masters in Structural Engineering,66.88
Male,M.TECH,Computer Science Engineering,"Teaching, Technology, Understand Human Behaviour, Understand Human Body","Python, Java, SQL",73.435,1,Android application development,1,Data Analyst,None,73.435
Female,B.SC,Statistics,"Research, Teaching, Entrepreneurship, Understand Human Behaviour","AI, ML, Editing, Market Study, Team work",88.0,1,Data science ,1,Unemployed/Student,Masters in Statistics,88.0
Male,BA,Hindi Education And Geography,Financial Analysis;Understand human behaviour;Understand human body;Data analytics;Govt. Job,Product knowledge;Problem Solving skills;Client management,79.0,1,CCC,0,Unemployed/Student,None,79.0
Male,BCA,"Software Engineering, Java Programming, Web Development",Technology;Trading;Web Designing;Data analytics;Govt. Job;Data scientist,Hardware skills;Programming Language skills;Gathering Information;Artistic/Creative Skills;Editing;Designing skills;Data Visualization skills( Power Bi/ Tableau );C++;Python;SQL,80.0,1,"Networking, data scientists ",1,Quality Analyst,None,80.0
Female,MA,Kathak Dance,Teaching;Govt. Job,Artistic/Creative Skills;Teaching,55.0,1,"Folk dance,  parangat",0,Dance Teacher In Dehli Public School Jankipuram Lucknow,None,55.0
Male,B.TECH,Mechanical Engineering,Financial Analysis;Research;Teaching;Technology;Trading;Data analytics;Data scientist;Gardening,Programming Language skills;Analytical Skills;Communication skills;Negotiation skills;Mass Communication;Leadership;Risk management skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;R;Python;SQL;Good communication skills;Teaching,60.0,0,No,0,Unemployed/Student,None,60.0
Female,B.TECH,Electrical And Electronics Engineering,Software Job,NO,85.5,0,No,1,Ase,None,85.5
Male,B.E.,Automobile Engineering,Research,"Critical Thinking, Analytic Thinking, Work under Pressure, Leadership, Team work, Excel, Logical Skills, Interpersonal Skills, Presentation Skills, Observation Skills, Designing Skills, Subject Knowledge",87.4,1,"Coursera- python, lean manufacturing, sql",1,Mechanical Engineer,None,87.4
Male,B.TECH,Biotechnology,"Research,Understand human body,BioTechnology",Molecular Biology;Structural Biology. Nucleic acid - Protein interactions. Data Analysis,74.195,1,AMCAT Certified Scientist - Pharmaceuticals;Bioinformatics. ,1,Teaching Assistant-Biotechnology,None,74.195
Female,B.TECH,Civil Engineering,Construction;Construction Manegement;Urban Planning,"Proeficiency in Software like STAAD PRO, ETABS",77.9,1,AutoCAD Civil 3D,1,Civil & Structural Engineer,None,77.9
Male,B.TECH,Computer Science Engineering,"Technology,Entrepreneurship","Programming,Leadership skills,Presentation skills,Team work",77.9,0,No,1,Aws Developer,masters in AWS,77.9
Male,B.TECH,Mechanical Engineering,Research;Technology,Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;Artificial Intelligence,61.75,1,IBM AND PYTHON,0,Unemployed/Student,None,61.75
Female,B.SC,Mathematics,"Financial Analysis, News Coverage, Social Justice, Teaching","AI, ML, Python, Critical Thinking, Analytic Thinking, Team work, Logical Skills, R, Problem Solving skills, Tableau, Observation Skills, Reading",74.955,1,Data Science with Python and R,0,Unemployed/Student,None,74.955
Male,B.SC,Biological Sciences,Financial Analysis;Data analytics,Accounting Skills;Active Listening;Critical Thinking;Business Knowledge;Analytical Skills;Finance related skills;People management;Communication skills;Machine Learning skills,80.0,0,No,0,Unemployed/Student,Master of Finance,80.0
Male,B.SC,Zoology,Technology,Editing;Writing skills;C++;Medical knowledge,67.0,0,No,0,Unemployed/Student,None,67.0
Male,BALLB,Criminal Justice/ Law Enforcement Administration,Litigation & Legal service,Civil & Criminal Law,74.86,1,"Legal advice, litigation",1,Litigation Lawyer,None,74.86
Male,BE,Electrical And Electronics Engineering,Data analytics;Data scientist;All fields related to Data science.,Problem Solving skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Presentation Skills;Python;SQL;Good communication skills,66.88,0,No,0,Unemployed/Student,None,66.88
Male,BE,Computer Science Engineering,Technology;Web Designing;Social media marketing,Programming Language skills;C++;R;Python;Java,84.55,0,No,1,Front End Developer,None,84.55
Male,B.E,Computer Science Engineering,Software developer,"Python, Java, SQL",72.105,0,No,0,Unemployed/Student,None,72.105
Male,BE,Mechanical Engineering,Research;Teaching;Trading;Data analytics;Govt. Job,Analytical Skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;R;Python;SQL,72.0,1,"Tableau, Data Science certification, Python with DS",0,Unemployed/Student,None,72.0
Male,B.TECH,Civil Engineering,"Financial Analysis, Research, Technology, Entrepreneurship","Active Listening, AI, ML, Python, Critical Thinking, Analytic Thinking, SQL, Programming, Communication Skills, Leadership, Market Study, Team work, Tableau",82.3,1,Data visualization Using Tableau,0,Civil Engineer,Certification Course In Data science,82.3
Male,BBA,Management,Sales/Marketing;Supply Chain Analysis;Game industry;Service,Active Listening;Critical Thinking;Business Knowledge;People management;Problem Solving skills;Risk management skills,71.25,0,No,0,Unemployed/Student,None,71.25
Male,BE,Mechanical Engineering,Sports Industry,Gathering Information,56.0,0,No,0,Executive,None,56.0
Male,M.TECH,Aeronautical,Financial Analysis;Research;Technology;Understand human behaviour,People management;Communication skills;Mass Communication;Leadership;Problem Solving skills;Risk management skills;Client management,73.5,1,ANSYS,1,Team Leader,Aeronautical engineering,73.5
Male,B.COM,Accountancy,"Financial Analysis, Take risk for Profits, Trading, Entrepreneurship, Understand Human Behaviour","Accounting Skills, Gathering Informing, Business Knowledge, People Management, Communication Skills, Editing, Cost Accounting, Market Study, Team work, Excel, Logical Skills, Presentation Skills, Wealth Management, Problem Solving skills, Writing, Risk Managing, Reading, Sales, Subject Knowledge",69.16,0,I am doing internship in fundamental analysis,0,Data Analyst,Masters in Business Administration,69.16
Male,B.TECH,Electronics And Communication Engineering,Technology;Data scientist,Programming Language skills;Machine Learning skills;Python;SQL;AWS,67.0,1,Machine learning certification,1,Application Developer,None,67.0
Male,BA,General Studies,Trading;Supply Chain Analysis;Content Writing;Market reserach;Social media marketing,Active Listening;Business Knowledge;Communication skills;Negotiation skills;Product knowledge;Writing skills,49.0,1,HR,1,Flipkart Customer Care Executive,Currently doing masters,49.0
Male,BE,Mechanical Engineering,Data analytics,Programming Language skills;Gathering Information;Artistic/Creative Skills;Analytical Skills;People management;Communication skills;Leadership;Problem Solving skills;Risk management skills;SQL;Java,58.9,1,Unigraphics,1,Maintenance Engineer,None,58.9
Female,B.SC,Computer Science,Data scientist,Active Listening;Programming Language skills;Communication skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;Artificial Intelligence;SQL;Medical knowledge,65.0,1,Data science and Artificial intelligence ,0,Unemployed/Student,MSc computer science,65.0
Male,BE,Computer Science Engineering,"Technology, Trading, Entrepreneurship","Active Listening, AI, ML, Python, Critical Thinking, Analytic Thinking, Java, SQL, Oracle, Programming, Communication Skills, Work under Pressure, Leadership, Editing, Excel, Logical Skills, C++, R, Linux, Problem Solving skills, Observation Skills",89.3,1,"Google IT automation with python professional, Web development",1,Unemployed/Student,None,89.3
Male,B.TECH,Electrical And Electronics Engineering,Technology,power system engineering,78.85,1,Advanced Power Electronics,1,Maintenance Engineer-Electrical,Masters in Power systems and power electronics,78.85
Male,B.TECH,Computer Science,Financial Analysis;Research;Technology;Web Designing;Data analytics;Game industry,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge;Analytical Skills;Product knowledge;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;C++;R;Linux;Python;Artificial Intelligence;SQL;Java;Cloud Computing;Architecture,80.085,1,No,1,Unemployed/Student,None,80.085
Male,BACHELOR OF JOURNALISM,Mass Communication,News Coverage;Technology;Content Writing;Govt. Job;Game industry;Digital marketing;Social media marketing,Active Listening;Communication skills;Negotiation skills;Mass Communication;Leadership;Editing;Writing skills;Social Media Marketing;Content creation;Medical knowledge;Java;Cloud Computing;Architecture;Hospitality;HR;Good communication skills,78.0,1,C++ ,1,Content Creator,Mass communication,78.0
Male,BE,Computer Engineering,Technology;Data analytics;Data scientist,Programming Language skills;Analytical Skills;Communication skills;Leadership;Product knowledge;Problem Solving skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Wealth Management;Presentation Skills;R;Python;Artificial Intelligence;SQL;Cloud Computing;MATLAB;Client management;Good communication skills,66.975,0,Data science and Artificial intelligence,0,Unemployed/Student,None,66.975
Male,B.E,Mechanical Engineering,"Financial Analysis, Social Justice, Trading, Entrepreneurship","Active Listening, ML, Python, Critical Thinking, Analytic Thinking, Gathering Informing, SQL, Communication Skills, Team work, Excel",68.875,1,Machine learning with python ,0,Unemployed/Student,None,68.875
Male,B.TECH,Genetic Engineering,"Research,Understand human body,BioTechnology",Life science molecular Biology genetics; Polymerase Chain Reaction (PCR); Protein Expression; Biochemistry ·,66.595,1,Cell culture and technologies,1,Research Associate,None,66.595
Male,B.TECH,Computer Science Engineering,"Data analytics,Machine Learning,Cloud computing",Amazon Web Services (AWS)SQL;Java,81.7,1,Linux Command Line;AWS,1,System Administrator,None,81.7
Male,MBA,Hospital Administration,Financial Analysis;Sales/Marketing;Supply Chain Analysis,Negotiation skills;Leadership;Product knowledge;Problem Solving skills;Good communication skills,70.0,0,No,1,Ast.Purchase Manager,MBA (HOSPITAL ADMINISTRATION),70.0
